Long,Lat,OGF_ID,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,OBJECTID
-79.3741717820798,43.664727487514,127908091,St. Michael's Hospital Academic Family Health Team,410 Sherbourne Street,,,Toronto,M4X1K2,754637
-79.3728748867865,43.722845697770396,127908095,Sunnybrook Academic FHT,2075 Bayview Avenue,Unit A120,,Toronto,M4N3M5,754641
-79.38605858549991,43.66049758622021,127908098,Taddle Creek Family Health Team,790 Bay Street,Unit 306,,Toronto,M5G1N8,754644
-79.43584600882991,43.744835198695796,127908107,UHN Toronto Western Family Health Team,Bathurst Street,"Unit W, 2 428 - 399",,Toronto,M5T2S8,754653
-79.4181560937687,43.6381220808019,127908111,Village Family Health Team,171 East Liberty Street,Unit 102,,Toronto,M5S2P7,754657
-79.387636386102,43.661620486344205,127908121,Women's College FHT,76 Grenville Street,,,Toronto,M5S1B2,754667
-79.5920355561647,43.716861286511204,127908341,Woodbine Family Health Team (formerly Canes),135 Queen's Plate Drive,Unit 400,,Toronto,M9W6V1,754668
-79.3726863862853,43.717847996903,127908343,Holland Bloorview Kids Rehabilitation Hospital,150 Kilgour Road,,,Toronto,M4G1R8,754670
-79.2836504573007,43.7115190999189,127908344,Unity Health Toronto - Providence,3276 St. Clair Avenue East,,,Toronto,M1L1W1,754671
-79.4501151040522,43.6391872795057,127908345,Unity Health Toronto - St. Joseph's,30 The Queensway,,,Toronto,M6R1B5,754672
-79.37730388211091,43.6537174854354,127908346,Unity Health Toronto - St. Michael's,30 Bond Street,,,Toronto,M5B1W8,754673
-79.4904112244627,43.7247765926415,127908348,Humber River Hospital - Wilson,1235 Wilson Avenue,,,Toronto,M3M0B2,754675
-79.3989552894128,43.65821438522121,127908360,Centre For Addiction and Mental Health - College Street Site,250 College Street,,,Toronto,M5T1R8,754687
-79.35550587623209,43.6659519885939,127908364,Sinai Health System - Bridgepoint,14 St. Mathews Road,,,Toronto,M4M2B5,754691
-79.38972358642259,43.6576969855585,127908365,Sinai Health System - Mount Sinai,600 University Avenue,,,Toronto,M5G1X5,754692
-79.4323570064322,43.73032739631721,127908384,Baycrest Hospital - North York,3560 Bathurst Street,,,Toronto,M6A2E1,754711
-79.33403358157871,43.8042468138289,127908385,Bellwood Health Services,1020 McNicoll Avenue,,,Toronto,M1W2J6,754712
-79.3642389881527,43.76950930634621,127908410,North York General Hospital - General Site,4001 Leslie Street,,,Toronto,M2K1E1,754737
-79.4814378162348,43.6641049824238,127908647,Runnymede Healthcare Centre,625 Runnymede Road,,,Toronto,M6S3A3,754760
-79.3379457707465,43.6672927896426,127908648,Salvation Army Toronto Grace Health Centre,47 Austin Terrace,,,Toronto,M5R1Y8,754761
-79.52661403871879,43.7552837962924,127908682,Humber River Hospital -York Finch,2111 Finch Avenue West,,,Toronto,M3N1N1,754795
-79.40331569072559,43.6573277848633,127908685,Kensington Eye Institute,340 College Street,,,Toronto,M5T3A9,754798
-79.43232489802399,43.6351386796205,127908892,University Health Network - Bickle Centre,130 Dunn Avenue,,,Toronto,M6K2R7,754819
-79.3893532862253,43.6567964854176,127908893,University Health Network - Hillcrest,550 University Avenue,,,Toronto,M5G2A2,754820
-79.3693447852602,43.718318597140595,127908894,University Health Network - Lyndhurst,520 Sutherland Drive,,,Toronto,M4G3V9,754821
-79.3899431865384,43.6582167856396,127908895,University Health Network - Princess Margaret,610 University Avenue,,,Toronto,M5G2M9,754822
-79.38706438573979,43.6595782860122,127908896,University Health Network - Toronto General,200 Elizabeth Street,,,Toronto,M5G2C4,754823
-79.40640719136191,43.653353484022105,127908897,University Health Network - Toronto Western,399 Bathrust Street,,,Toronto,M5T2S8,754824
-79.5079871268843,43.688827285523395,127908905,West Park  Healthcare Centre,82 Buttonwood Avenue,,,Toronto,M6M2J5,754832
-79.37896368860929,43.721478197248004,127908907,Sunnybrook Health Sciences Centre - Bayview Campus,2075 Bayview Avenue,,,Toronto,M4N3M5,754834
-79.3824254847662,43.665332887237604,127908908,Sunnybrook Health Sciences Centre - Holland Orthopaedic & Arthritic Centre,43 Wellesley Street East,,,Toronto,M4Y1H1,754835
-79.38885118604429,43.6565602853994,127908911,The Hospital For Sick Children,555 University Avenue,,,Toronto,M5G1X8,754838
-79.3261180689319,43.6895948941057,127908919,Toronto East Health Network,825 Coxwell Avenue,,,Toronto,M4C3E7,754846
-79.3778581836031,43.668674388036095,127908926,Casey House Hospice,9 Huntley Street,,,Toronto,M4Y1P2,754853
-79.4181439943077,43.6442931818865,127908927,Centre For Addiction and Mental Health - Queen Street Site,1001 Queen Street West,,,Toronto,M6J1H4,754854
-79.3872469859519,43.6613271863108,127909171,Women's College Hospital,76 Grenville Street,,,Toronto,M5S1B2,754886
-79.561357036898,43.609672769148595,127909180,Trillium Health Partners- Queensway,150 Sherway Drive,,,Toronto,M9C1A5,754895
-79.4047548028845,43.7897430080027,127909181,Sunnybrook Health Sciences Centre - St. John's Rehab,285 Cummer Avenue,,,Toronto,M2M2G1,754896
-79.45751170785259,43.65555868203651,127909184,Choice in Health Clinic,1678 Bloor Street West,Suite 301,Practice Address,Toronto,M6P1A9,754899
-79.3762383865095,43.7075373949302,127909185,The Morgentaler Clinic,727 Hillsdale Avenue East,,Practice Address,Toronto,M4S1V4,754900
-79.36644907939291,43.662190587426394,127909187,Cabbagetown Women's Clinic,302 Gerrard Street East,,Practice Address,Toronto,M5A2G7,754902
-79.22413684250292,43.759448411077,127909188,Markham - Lawrence X-Ray and Ultrasound,3585 Lawrence Avenue East,Unit 1A,Practice Address,Toronto,M1G1P4,754903
-79.54506483932892,43.6958712850292,127909189,Photon Imaging Diagnostic Centre,245 Dixon Road,Suite 107,Practice Address,Toronto,M9P2M4,754904
-79.2408418492122,43.7750033130303,127909190,"Bellesmere X-Ray, Ultrasound & Bone Density",1920 Ellesmere Road,Suite 311,Practice Address,Toronto,M1H2V6,754905
-79.3513959834031,43.762182705659896,127909191,CCMSU Medical Imaging,240 Duncan Mill Road,Suite 804,Practice Address,Toronto,M3B3S6,754906
-79.4779907207668,43.727780593746395,127909192,Humber Diagnostics Center,1017 Wilson Avenue,Suite 100,Practice Address,Toronto,M3K1Z1,754907
-79.4116609941123,43.66556278592179,127909194,Annex Medical Imaging,800 Bathurst Street,Suite 304,Practice Address,Toronto,M5R3M8,754909
-79.4834598227506,43.730479093964206,127909195,Downsview X-Ray & Ultrasound,2830 Keele Street,,Practice Address,Toronto,M3M3E5,754910
-79.4461627028452,43.6397902797951,127909199,Roncesvalles X-Ray & Ultrasound,27 Roncesvalles Avenue,Suite 105,Practice Address,Toronto,M6R3B2,754914
-79.270866058253,43.7687116105381,127909201,Scarborough Women's Imaging Centre,2025 Midland Avenue,Suite 200,Practice Address,Toronto,M1P3E2,754916
-79.4093808925695,43.65629868440121,127909211,College Diagnostic Imaging,474 College Street,Suite B4,Practice Address,Toronto,M6G1A4,754926
-79.44500810577699,43.677233186421006,127909212,St. Clair Diagnostic Imaging,1223 St. Clair Avenue West,Suite 102,Practice Address,Toronto,M6E1B5,754927
-79.3868107853123,43.6556376853319,127909214,123 Edward Street Diagnostic Imaging Ltd.,123 Edward Street,Suite 600,Practice Address,Toronto,M5G1E2,754929
-79.35825997816849,43.677978190577704,127909434,Albany Diagnostic Radiology,807 Broadview Avenue,,Practice Address,Toronto,M4K2P8,754938
-79.57395255150341,43.729273889529296,127909435,Humber Valley X-Ray and Ultrasound,2291 Kipling Avenue,Unit 121,Practice Address,Toronto,M9W4L6,754939
-79.2330439469248,43.777331113799,127909436,Ontario Diagnostic Centre (ODC) - Scarborough,1200 Markham Road,Suite 112,Practice Address,Toronto,M1H3C3,754940
-79.48075902147251,43.7257788932669,127909437,Metro Radiology (Wilson),2737 Keele Street,Suite 114,Practice Address,Toronto,M3M2E9,754941
-79.517691921984,43.5982593691755,127909438,Metro Radiology (Lakeshore),3170 Lake Shore Boulevard West,Suite 102,Practice Address,Toronto,M8V3X8,754942
-79.45258900628191,43.655545882263006,127909439,11003356 Canada Limited,2299 Dundas Street West,"Suite 105, Basement and",Practice Address,Toronto,M6R1X7,754943
-79.2938368685728,43.802437815378504,127909440,Milliken Finch Diagnostic Imaging,4040 Finch Avenue East,"Lower Level, 4",Practice Address,Toronto,M1S4V5,754944
-79.5232764376952,43.755746796529294,127909441,Dixie X-Ray Associates - Oakdale,2065 Finch Avenue West,Suite B01,Practice Address,Toronto,M3N2V7,754945
-79.36622348969159,43.779735308044,127909445,Hitek Medical Imaging,4800 Leslie Street,Lower Level,Practice Address,Toronto,M2J2K9,754949
-79.5854962561509,43.7401460908919,127909448,Ontario Diagnostic Centre (ODC) - Albion,1525 Albion Road,"Lower Level, 4",Practice Address,Toronto,M9V5G5,754952
-79.28770346495921,43.7837300123883,127909449,Kennedy & Sheppard Diagnostic Clinic,4002 Sheppard Avenue East,Suite 304,Practice Address,Toronto,M1S1S6,754953
-79.32665476914991,43.6901247941739,127909450,MyHealth Centre - Toronto Coxwell,840 Coxwell Avenue,Suite 215,Practice Address,Toronto,M4C5T2,754954
-79.2695535524235,43.70725079982179,127909451,MyHealth Centre,462 Birchmount Road,,Practice Address,Toronto,M1K1N8,754955
-79.3445988739135,43.6791674914194,127909456,Central Toronto Diagnostic Imaging,658 Danforth Avenue,Suite 101,Practice Address,Toronto,M4J5B9,754960
-79.3478757837278,43.77856760869221,127909458,Lighthouse Medical Imaging - Fairview,5 Fairview Mall Drive,Suite 105,Practice Address,Toronto,M2J2Z1,754962
-79.28699896652459,43.8039907159675,127909459,Lighthouse Medical Imaging - Finch,4190 Finch Avenue East,Suite LL04,Practice Address,Toronto,M1S4T7,754963
-79.3846554840954,43.6496154843742,127909465,The Toronto Centre for Medical Imaging,150 York Street,Suite 910,Practice Address,Toronto,M5H3S5,754969
-79.4288290043132,43.7190975945136,127909466,Carmit Diagnostic Imaging,491 Lawrence Avenue West,"Unit 2, Lower Level",Practice Address,Toronto,M5M1C7,754970
-79.43780431001441,43.7511519997107,127909468,Bathurst Medical Centre X-Ray & Ultrasound,4256 Bathurst Street,Suite 104,Practice Address,Toronto,M3H5Y8,754972
-79.45747561299501,43.7139201922736,127909471,Northwest Imaging Associates,960 Lawrence Avenue West,Suite 203,Practice Address,Toronto,M6A3B5,754975
-79.5154212254838,43.6461676776948,127909476,West End 3101 Inc.,3101 Bloor Street West,Suite 103,Practice Address,Toronto,M8X2W2,754980
-79.3983794887383,43.652635484268295,127909481,Dragon City X-Ray & Ultrasound,280 Spadina Avenue,Suite 306,Practice Address,Toronto,M5T3A5,754985
-79.2044068383669,43.78411091631121,127909684,Ellesmere X-Ray Associates,2880 Ellesmere Road,,Practice Address,Toronto,M1E4B8,754998
-79.4033927907612,43.657452784881706,127909685,Kensington Diagnostic Imaging Centre,340 College Street,Suite 410,Practice Address,Toronto,M5T3A9,754999
-79.28942066553199,43.7840031123565,127909686,Quantum Medical Imaging Services Inc.,2330 Kennedy Road,"Suite 402, Agincourt Professional Centre",Practice Address,Toronto,M1T0A2,755000
-79.39584089183141,43.69694899216329,127909704,MyHealth Centre,1849 Yonge Street,Suite 218,Practice Address,Toronto,M4S1Y2,755018
-79.4618188103664,43.668489084105396,127909705,Riverside Cardiology & Diagnostic Imaging,5 Junction Road,,Practice Address,Toronto,M6N1B5,755019
-79.36160388748071,43.77142550680411,127909707,York Nuclear Cardiac Imaging,1333 Sheppard Avenue East,Suite 125,Practice Address,Toronto,M2J1V1,755021
-79.38605858549991,43.66049758622021,127909708,Bay Cardiac Diagnostic Inc.,790 Bay Street,Suite 312,Practice Address,Toronto,M5G1N8,755022
-79.2770911592316,43.7572501082415,127909715,2549416 Ontario Inc.,1261 Kennedy Road,Suite 3,Practice Address,Toronto,M1P2L4,755029
-79.2615007537617,43.751705607991504,127909716,Lawrence and Midland Radiology,2683 Lawrence Avenue East,Unit 5,Practice Address,Toronto,M1P2S2,755030
-79.3460275767131,43.7057952960259,127909717,Thorncliffe Diagnostic X-Ray Services,45 Overlea Boulevard,Suite B6,Practice Address,Toronto,M4H1C3,755031
-79.4102106021155,43.76141560279179,127909720,Hitek Medical Imaging,4789 Yonge Street,Suite 210,Practice Address,Toronto,M2N0G3,755034
-79.221676445887,43.80677601948171,127909957,Med Image Diagnostic Centre,31 Tapscott Road,,Practice Address,Toronto,M1B4Y7,755049
-79.4312927052007,43.7202444946001,127909958,Bernard X-Ray & Ultrasound,508 Lawrence Avenue West,Unit 25,Practice Address,Toronto,M6A1A1,755050
-79.5654234471665,43.7110632867399,127909959,Ontario Diagnostic Centre (ODC) - Rexdale,123 Rexdale Boulevard,Unit 6,Practice Address,Toronto,M9W1P1,755051
-79.3578640781855,43.67960829088221,127909960,Don Valley X-Ray & Ultrasound Services Ltd.,855 Broadview Avenue,"Unit 305, Basement and",Practice Address,Toronto,M4K3Z1,755052
-79.2683274590554,43.786998313858604,127909961,"Brimley X-Ray,Ultrasound & Bone Density",2020 Brimley Road,,Practice Address,Toronto,M1S4R7,755053
-79.39873739391729,43.7101153943377,127909962,Yonge & Eglinton Diagnostic Imaging,2401 Yonge Street,Unit LL11,Practice Address,Toronto,M4P3H1,755054
-79.2706871549709,43.732103304129495,127909963,Scarborough Radiology,2374 Eglinton Avenue East,,Practice Address,Toronto,M1K2P4,755055
-79.47853862101499,43.72860999386621,127909965,Keelson X-Ray & Ultrasound,1020 Wilson Avenue,,Practice Address,Toronto,M3K1G6,755057
-79.28730716164159,43.747562906070605,127909966,Milliken Wells X-Ray and Ultrasound,2130 Lawrence Avenue East,Suite 300,Practice Address,Toronto,M1R3A6,755058
-79.41806329600008,43.6638115853173,127909969,Christie-Bloor Diagnostic Services,716 Bloor Street West,,Practice Address,Toronto,M6G1L4,755061
-79.4895042275982,43.763378199440794,127909971,Finchview X-Ray & Ultrasound,1315 Finch Avenue West,Suite 114,Practice Address,Toronto,M3J2G6,755063
-79.34646768028492,43.744702502826605,127909972,Don Mills Diagnostic Imaging,1262 Don Mills Road,Suite 206,Practice Address,Toronto,M3B2W7,755064
-79.31291756944141,43.743243004126796,127909975,Victoria Terrace X-Ray & Ultrasound,1448 Lawrence Avenue East,Suite 209,Practice Address,Toronto,M4A2V6,755067
-79.42228430902641,43.795872108258294,127909976,Hitek Medical Imaging,6464 Yonge Street,Unit 101A,Practice Address,Toronto,M2M3X4,755068
-79.2773878654267,43.826308420317794,127909981,Alton Towers X-Ray and Ultrasound Services,240 Alton Towers Circle,Suite 203A,Practice Address,Toronto,M1V4P3,755073
-79.3936281901632,43.6860341903514,127909982,Yonge & Balmoral Diagnostic Imaging,1366 Yonge Street,Suite 101,Practice Address,Toronto,M4T3A7,755074
-79.30661206483171,43.7137754992519,127909983,York X-Ray Management Limited,1450 O'Connor Drive,"Unit 12, Building 1",Practice Address,Toronto,M4B2T8,755075
-79.3936721993546,43.7898489085371,127909986,York X-Ray Management Limited,3292 Bayview Avenue,Suite 206 & 207,Practice Address,Toronto,M2M4J5,755078
-79.3973568983056,43.7647349039708,127909988,Ultimate Diagnostics Inc.,298 Sheppard Avenue East,,Practice Address,Toronto,M2N3B1,755080
-79.5232764376952,43.755746796529294,127909991,Dixie X-Ray Associates - Oakdale,2065 Finch Avenue West,Suite B - 1,Practice Address,Toronto,M3N2V7,755083
-79.5486653337569,43.619890271534004,127909996,Ontario Diagnostic Centre (ODC) - Etobicoke,85 The East Mall,Suite LF - 01,Practice Address,Toronto,M8Z5W4,755088
-79.39771839001008,43.669482687256796,127910202,Stein Surgical Centre Inc.,40 Prince Arthur Avenue,,Practice Address,Toronto,M5R1A9,755102
-79.4033927907612,43.657452784881706,127910203,The Kensington Eye Institute,340 College Street,Suite 602,Practice Address,Toronto,M5T3A9,755103
-79.5570730429387,43.69341118403771,127910205,Richmond Gardens X-Ray and Ultrasound,1735 Kipling Avenue,Suite 202,Practice Address,Toronto,M9R2Y8,755105
-79.4834832155702,43.64918187970979,127910209,West End Radiological Laboratories Limited,2425 Bloor Street West,Suite 103,Practice Address,Toronto,M6S4W4,755109
-79.4093808925695,43.65629868440121,127910213,2458568 Ontario Inc.,474 College Street,Basement,Practice Address,Toronto,M6G1A4,755113
-79.44500810577699,43.677233186421006,127910214,The Raxlen Clinic,1223 St. Clair Avenue West,Ground Floor,Practice Address,Toronto,M6E1B5,755114
-79.5173936309743,43.7011475872443,127910215,Weston X-Ray and Ultrasound,13 John Street,,Practice Address,Toronto,M9N1J2,755115
-79.4128461978288,43.703424892509204,127910216,Greater Niagara Medical Imaging,491 Eglinton Avenue West,Suite 302,Practice Address,Toronto,M5N1A8,755116
-79.2839839627131,43.771752010463,127910217,Antrim X-Ray and Ultrasound,2 Antrim Crescent,Unit 1A,Practice Address,Toronto,M1P2N3,755117
-79.5080418296933,43.7203450910434,127910218,Jane Wilson Imaging Centre,2141 Jane Street,Lower Level,Practice Address,Toronto,M3M1A2,755118
-79.2952326701437,43.8151507175381,127910219,Radiant Medical Imaging,385 Silver Star Boulevard,Suite 209,Practice Address,Toronto,M1V0E3,755119
-79.4754844174185,43.698986888818105,127910221,Northwest Imaging Associates,2221 Keele Street,Suite 106,Practice Address,Toronto,M6M3Z5,755121
-79.22088324585499,43.809286519957894,127910226,Metro Radiology (Markham),1371 Neilson Road,Suite 309,Practice Address,Toronto,M1B4Z8,755126
